policy_id,claim_id,customer_age,customer_gender,customer_state,vehicle_make,vehicle_model,vehicle_year,claim_date,claim_type,claim_amount,deductible,claim_status,annual_premium,is_fraud
POL000188,CLM00000188,32,M,IL,Toyota,Sedan,2012,2024-01-25 16:00:29.415798,Personal Injury Protection,2175.26,2500,Approved,1167.28,False
POL000189,CLM00000189,43,F,FL,BMW,Hatchback,2017,2023-07-23 16:00:29.415798,Collision,19449.4,250,Approved,1115.77,False
POL000190,CLM00000190,59,F,OH,Nissan,SUV,2014,2024-01-26 16:00:29.415798,Personal Injury Protection,15049.02,1000,Denied,1218.3,False
POL000191,CLM00000191,77,M,MI,Nissan,SUV,2019,2024-12-25 16:00:29.415798,Collision,1131.99,250,Approved,1488.41,False
POL000192,CLM00000192,30,M,NC,BMW,Hatchback,2016,2023-08-13 16:00:29.415798,Personal Injury Protection,6635.74,500,Under Investigation,1104.05,False
POL000193,CLM00000193,68,F,TX,Hyundai,Hatchback,2013,2023-08-20 16:00:29.415798,Comprehensive,527.72,2500,Approved,1796.11,False
POL000194,CLM00000194,49,M,PA,Toyota,Convertible,2013,2024-10-03 16:00:29.415798,Comprehensive,1905.8,250,Pending,1285.53,False
POL000195,CLM00000195,56,M,IL,Chevrolet,Coupe,2017,2023-08-03 16:00:29.415798,Uninsured Motorist,1179.02,500,Pending,1547.07,False
POL000196,CLM00000196,66,F,NY,Ford,Hatchback,2023,2024-11-20 16:00:29.415798,Personal Injury Protection,8684.36,2500,Approved,1735.21,False
POL000197,CLM00000197,69,F,NY,Honda,Truck,2017,2023-09-30 16:00:29.415798,Liability,819.98,500,Approved,1552.11,False
POL000198,CLM00000198,78,M,NY,Nissan,SUV,2011,2023-10-03 16:00:29.415798,Uninsured Motorist,4579.52,250,Denied,1833.87,False
POL000199,CLM00000199,49,F,TX,Audi,Hatchback,2023,2025-03-30 16:00:29.415798,Comprehensive,2983.08,500,Approved,1262.92,False
POL000200,CLM00000200,21,M,NY,Hyundai,Truck,2011,2024-09-22 16:00:29.415798,Personal Injury Protection,2501.26,1000,Approved,2238.4,False
POL000201,CLM00000201,47,M,CA,Honda,Truck,2012,2024-12-07 16:00:29.415798,Uninsured Motorist,15860.44,2500,Denied,1174.89,True
POL000202,CLM00000202,54,M,IL,Chevrolet,Truck,2021,2023-11-10 16:00:29.415798,Personal Injury Protection,17321.39,500,Approved,1187.19,True
POL000203,CLM00000203,40,F,CA,Mercedes,Convertible,2021,2024-02-20 16:00:29.415798,Comprehensive,2580.16,250,Denied,1210.88,False
POL000204,CLM00000204,56,M,MI,Ford,Convertible,2012,2024-11-15 16:00:29.415798,Uninsured Motorist,2109.24,2500,Denied,1287.98,False
POL000205,CLM00000205,62,M,IL,Nissan,Truck,2010,2025-02-04 16:00:29.415798,Comprehensive,660.59,1000,Approved,1292.09,False
POL000206,CLM00000206,32,M,CA,Ford,Convertible,2023,2024-07-31 16:00:29.415798,Collision,2968.29,2500,Approved,1257.84,False
POL000207,CLM00000207,60,F,IL,Honda,Coupe,2012,2023-12-27 16:00:29.415798,Comprehensive,21021.55,1000,Approved,1143.6,False
POL000208,CLM00000208,46,F,MI,Ford,Truck,2015,2024-11-27 16:00:29.415798,Personal Injury Protection,2620.88,2500,Denied,1516.32,False
POL000209,CLM00000209,53,F,GA,Mercedes,Coupe,2017,2025-04-30 16:00:29.415798,Liability,6178.06,500,Approved,1313.15,False
POL000210,CLM00000210,30,F,TX,Honda,Coupe,2022,2023-12-16 16:00:29.415798,Comprehensive,736.94,500,Under Investigation,1204.64,False
POL000211,CLM00000211,49,F,TX,Nissan,Truck,2021,2025-05-24 16:00:29.415798,Liability,1929.9,250,Approved,1350.71,False
POL000212,CLM00000212,24,M,NY,Toyota,SUV,2023,2024-04-08 16:00:29.415798,Collision,4733.71,1000,Approved,2131.17,False
POL000213,CLM00000213,76,F,FL,Audi,Truck,2019,2024-07-06 16:00:29.415798,Uninsured Motorist,3313.84,250,Approved,1843.72,False
POL000214,CLM00000214,68,F,NY,Honda,Truck,2015,2025-04-11 16:00:29.415798,Uninsured Motorist,6799.93,500,Approved,1511.68,False
POL000215,CLM00000215,39,F,OH,Kia,Convertible,2014,2025-03-20 16:00:29.415798,Liability,1631.62,1000,Approved,1027.26,False
POL000216,CLM00000216,45,M,CA,Mercedes,Truck,2013,2024-06-10 16:00:29.415798,Uninsured Motorist,518.02,250,Approved,1224.46,False
POL000217,CLM00000217,19,F,IL,Honda,SUV,2012,2024-08-15 16:00:29.415798,Comprehensive,9155.32,250,Approved,1871.07,False
POL000218,CLM00000218,59,F,FL,Honda,Convertible,2022,2024-11-04 16:00:29.415798,Liability,1168.94,250,Approved,1498.2,False
POL000219,CLM00000219,62,M,MI,Kia,Sedan,2013,2024-08-29 16:00:29.415798,Personal Injury Protection,4947.33,250,Approved,1196.88,False
POL000220,CLM00000220,79,F,OH,Nissan,Sedan,2023,2023-09-25 16:00:29.415798,Comprehensive,4679.08,250,Denied,1838.39,False
POL000221,CLM00000221,74,M,MI,Honda,Coupe,2016,2024-02-02 16:00:29.415798,Comprehensive,564.67,1000,Approved,1501.29,False
POL000222,CLM00000222,70,M,TX,Audi,Coupe,2010,2024-01-10 16:00:29.415798,Comprehensive,8511.09,250,Approved,1853.12,False
POL000223,CLM00000223,23,M,TX,Ford,SUV,2016,2023-07-29 16:00:29.415798,Personal Injury Protection,1691.6,1000,Under Investigation,1447.38,False
POL000224,CLM00000224,45,M,NY,Nissan,Hatchback,2010,2024-05-05 16:00:29.415798,Collision,3149.68,250,Approved,1499.29,False
POL000225,CLM00000225,45,M,CA,Audi,Sedan,2011,2023-06-15 16:00:29.415798,Uninsured Motorist,2083.53,500,Under Investigation,1518.67,False
POL000226,CLM00000226,61,F,FL,Nissan,Coupe,2013,2025-01-16 16:00:29.415798,Liability,15102.14,500,Approved,1536.61,False
POL000227,CLM00000227,61,M,NC,Audi,Sedan,2010,2024-12-12 16:00:29.415798,Collision,11424.21,250,Approved,967.85,False
POL000228,CLM00000228,37,M,OH,Mercedes,SUV,2020,2024-01-15 16:00:29.415798,Liability,486.71,2500,Pending,1063.02,False
POL000229,CLM00000229,47,F,OH,Audi,SUV,2021,2025-01-16 16:00:29.415798,Uninsured Motorist,28533.3,500,Approved,1352.26,True
POL000230,CLM00000230,79,M,NY,BMW,Hatchback,2020,2024-01-05 16:00:29.415798,Personal Injury Protection,1512.76,1000,Under Investigation,1170.34,False
POL000231,CLM00000231,28,F,TX,Audi,Hatchback,2020,2023-06-01 16:00:29.415798,Comprehensive,24402.4,250,Approved,998.17,True
POL000232,CLM00000232,75,F,NY,Toyota,Convertible,2018,2023-08-05 16:00:29.415798,Comprehensive,2307.2,1000,Denied,1311.18,False
POL000233,CLM00000233,72,F,IL,Toyota,SUV,2021,2025-05-18 16:00:29.415798,Personal Injury Protection,2119.81,2500,Under Investigation,1520.96,False
POL000234,CLM00000234,45,M,FL,Hyundai,Coupe,2015,2025-03-01 16:00:29.415798,Collision,2327.78,250,Approved,1287.54,True
POL000235,CLM00000235,42,M,CA,BMW,Sedan,2022,2023-07-24 16:00:29.415798,Collision,1996.62,500,Under Investigation,980.56,True
POL000236,CLM00000236,56,M,GA,BMW,Truck,2010,2024-01-14 16:00:29.415798,Liability,37212.37,1000,Approved,1062.22,False
POL000237,CLM00000237,79,F,PA,Ford,Hatchback,2010,2023-08-02 16:00:29.415798,Personal Injury Protection,2761.8,500,Denied,1511.79,False
POL000238,CLM00000238,50,M,PA,BMW,Truck,2015,2023-06-26 16:00:29.415798,Collision,2203.28,500,Approved,1316.36,False
POL000239,CLM00000239,18,M,NY,Ford,Coupe,2013,2024-04-27 16:00:29.415798,Personal Injury Protection,3219.59,250,Under Investigation,1573.56,False
POL000240,CLM00000240,74,M,IL,Hyundai,Hatchback,2013,2023-08-05 16:00:29.415798,Uninsured Motorist,1133.05,1000,Approved,1439.17,False
POL000241,CLM00000241,44,F,FL,Hyundai,Truck,2020,2024-11-01 16:00:29.415798,Comprehensive,14722.33,2500,Approved,1502.64,True
POL000242,CLM00000242,79,F,NC,Mercedes,Coupe,2015,2024-01-23 16:00:29.415798,Comprehensive,684.66,500,Under Investigation,1871.21,False
POL000243,CLM00000243,74,M,PA,Toyota,Sedan,2023,2024-03-05 16:00:29.415798,Comprehensive,1613.23,250,Under Investigation,1862.79,False
POL000244,CLM00000244,69,M,FL,Audi,Coupe,2021,2025-04-09 16:00:29.415798,Personal Injury Protection,7605.75,250,Approved,1786.81,False
POL000245,CLM00000245,30,M,CA,Audi,Convertible,2020,2024-10-03 16:00:29.415798,Personal Injury Protection,3109.92,2500,Approved,1196.8,False
POL000246,CLM00000246,58,M,MI,Kia,Hatchback,2016,2023-12-30 16:00:29.415798,Liability,5162.7,250,Approved,1371.94,False
POL000247,CLM00000247,20,F,IL,Kia,SUV,2018,2024-11-27 16:00:29.415798,Comprehensive,13810.22,500,Approved,1814.93,False
POL000248,CLM00000248,56,F,TX,Chevrolet,Sedan,2019,2023-10-07 16:00:29.415798,Liability,8133.95,250,Approved,1349.12,False
POL000249,CLM00000249,23,F,FL,Nissan,Truck,2014,2024-12-29 16:00:29.415798,Comprehensive,3420.28,1000,Denied,1718.49,False
POL000250,CLM00000250,25,F,CA,Mercedes,Hatchback,2018,2025-01-04 16:00:29.415798,Liability,24084.95,1000,Approved,1323.72,True
POL000251,CLM00000251,44,M,NC,Chevrolet,SUV,2013,2024-09-20 16:00:29.415798,Liability,1590.28,500,Under Investigation,1274.26,False
POL000252,CLM00000252,26,M,GA,Chevrolet,Coupe,2022,2024-01-28 16:00:29.415798,Uninsured Motorist,2696.45,1000,Under Investigation,974.69,False
POL000253,CLM00000253,79,M,TX,Honda,SUV,2019,2024-09-20 16:00:29.415798,Liability,2891.58,2500,Approved,1721.31,False
POL000254,CLM00000254,54,F,GA,Honda,Hatchback,2011,2024-07-14 16:00:29.415798,Personal Injury Protection,2690.76,250,Approved,967.14,False
POL000255,CLM00000255,50,M,NC,Chevrolet,Hatchback,2012,2023-12-05 16:00:29.415798,Liability,1023.3,500,Approved,1135.89,False
POL000256,CLM00000256,68,F,CA,BMW,Convertible,2022,2023-08-29 16:00:29.415798,Comprehensive,611.77,2500,Approved,1156.27,False
POL000257,CLM00000257,59,F,PA,Nissan,Convertible,2020,2023-09-01 16:00:29.415798,Liability,4524.23,250,Denied,1185.72,False
POL000258,CLM00000258,61,M,GA,Mercedes,SUV,2010,2025-03-29 16:00:29.415798,Collision,1582.13,2500,Approved,997.9,False
POL000259,CLM00000259,41,M,TX,Chevrolet,Coupe,2023,2024-08-08 16:00:29.415798,Comprehensive,20086.61,500,Denied,1508.11,True
POL000260,CLM00000260,32,M,NY,Audi,SUV,2023,2024-05-21 16:00:29.415798,Collision,2772.37,500,Approved,1209.41,False
POL000261,CLM00000261,76,F,OH,Nissan,Hatchback,2015,2024-07-31 16:00:29.415798,Comprehensive,2318.12,2500,Approved,1482.84,False
POL000262,CLM00000262,71,M,FL,Honda,Hatchback,2022,2024-07-18 16:00:29.415798,Personal Injury Protection,8904.75,250,Approved,1403.89,False
POL000263,CLM00000263,49,F,PA,Audi,Truck,2015,2024-09-14 16:00:29.415798,Personal Injury Protection,4456.83,1000,Approved,1336.5,False
POL000264,CLM00000264,49,M,GA,Honda,Convertible,2010,2023-07-19 16:00:29.415798,Personal Injury Protection,2501.09,1000,Approved,1430.64,False
POL000265,CLM00000265,41,F,MI,Honda,Truck,2020,2025-04-13 16:00:29.415798,Collision,1570.69,2500,Approved,1348.89,False
POL000266,CLM00000266,58,F,FL,Nissan,Sedan,2022,2025-03-24 16:00:29.415798,Uninsured Motorist,115578.1,500,Under Investigation,1408.92,True
POL000267,CLM00000267,69,M,NY,Honda,Hatchback,2012,2025-03-16 16:00:29.415798,Comprehensive,4280.33,250,Under Investigation,1804.3,False
POL000268,CLM00000268,66,F,NC,Hyundai,Truck,2014,2023-09-02 16:00:29.415798,Personal Injury Protection,8816.93,250,Approved,1773.75,False
POL000269,CLM00000269,79,F,OH,Toyota,SUV,2012,2023-07-26 16:00:29.415798,Comprehensive,1071.76,500,Approved,1637.32,False
POL000270,CLM00000270,66,M,CA,Hyundai,Convertible,2019,2024-07-10 16:00:29.415798,Collision,1672.4,1000,Approved,1306.54,False
POL000271,CLM00000271,75,F,NY,Toyota,Convertible,2012,2024-05-06 16:00:29.415798,Uninsured Motorist,24645.41,250,Approved,1611.15,False
POL000272,CLM00000272,69,M,NY,Kia,Coupe,2023,2023-09-13 16:00:29.415798,Collision,12051.34,2500,Approved,1516.38,False
POL000273,CLM00000273,29,F,NC,Kia,SUV,2019,2024-02-03 16:00:29.415798,Comprehensive,4710.84,1000,Approved,1390.33,False
POL000274,CLM00000274,79,M,IL,Honda,Coupe,2012,2023-12-07 16:00:29.415798,Uninsured Motorist,2035.36,2500,Approved,1751.71,False
POL000275,CLM00000275,56,M,NC,Mercedes,Truck,2014,2023-12-05 16:00:29.415798,Uninsured Motorist,2358.93,1000,Approved,1405.63,False
POL000276,CLM00000276,19,F,IL,Mercedes,Sedan,2022,2024-11-24 16:00:29.415798,Collision,1516.09,500,Approved,2201.91,False
POL000277,CLM00000277,20,F,IL,Toyota,SUV,2014,2024-08-26 16:00:29.415798,Personal Injury Protection,937.44,2500,Approved,1497.48,False
POL000278,CLM00000278,66,F,PA,Audi,SUV,2013,2023-10-15 16:00:29.415798,Comprehensive,7508.9,2500,Denied,1174.77,False
POL000279,CLM00000279,54,F,PA,Nissan,SUV,2010,2024-07-30 16:00:29.415798,Liability,5109.37,500,Approved,1115.1,False
POL000280,CLM00000280,66,F,TX,Honda,Coupe,2014,2023-11-28 16:00:29.415798,Liability,6223.44,2500,Approved,1800.48,False
POL000281,CLM00000281,73,M,GA,Nissan,Truck,2019,2024-03-05 16:00:29.415798,Collision,2128.35,1000,Approved,1745.03,False
POL000282,CLM00000282,34,F,GA,Hyundai,SUV,2014,2024-09-09 16:00:29.415798,Comprehensive,3849.27,250,Under Investigation,1369.64,False
POL000283,CLM00000283,76,M,CA,Mercedes,SUV,2013,2024-02-04 16:00:29.415798,Comprehensive,1935.18,250,Under Investigation,1656.55,False
POL000284,CLM00000284,66,M,GA,BMW,Convertible,2015,2023-08-10 16:00:29.415798,Collision,1440.42,500,Denied,1675.2,False
POL000285,CLM00000285,19,F,PA,Hyundai,Sedan,2019,2024-08-20 16:00:29.415798,Comprehensive,15788.9,1000,Approved,2288.34,False
POL000286,CLM00000286,19,M,TX,Hyundai,Convertible,2013,2024-12-08 16:00:29.415798,Personal Injury Protection,3366.09,2500,Approved,2188.97,False
POL000287,CLM00000287,45,M,TX,Toyota,Convertible,2023,2023-09-02 16:00:29.415798,Collision,4951.54,2500,Under Investigation,1334.03,False
POL000288,CLM00000288,71,M,IL,Ford,Sedan,2016,2023-07-15 16:00:29.415798,Personal Injury Protection,6875.74,250,Approved,1631.32,False
POL000289,CLM00000289,40,M,NC,Hyundai,Truck,2016,2025-03-22 16:00:29.415798,Comprehensive,3408.55,2500,Approved,1088.24,False
POL000290,CLM00000290,54,F,CA,Honda,Convertible,2011,2024-11-28 16:00:29.415798,Collision,3791.94,250,Under Investigation,1354.39,False
POL000291,CLM00000291,49,M,IL,Chevrolet,Truck,2012,2023-06-09 16:00:29.415798,Comprehensive,1005.64,500,Approved,1214.81,False
POL000292,CLM00000292,50,F,NC,Chevrolet,Convertible,2010,2023-08-28 16:00:29.415798,Collision,1216.68,2500,Approved,1051.78,False
POL000293,CLM00000293,18,F,GA,Honda,Hatchback,2017,2024-01-22 16:00:29.415798,Comprehensive,1155.38,1000,Approved,2165.76,True
POL000294,CLM00000294,36,M,IL,Ford,Sedan,2018,2023-11-11 16:00:29.415798,Personal Injury Protection,5461.39,2500,Approved,1266.15,False
POL000295,CLM00000295,79,F,FL,Ford,Convertible,2013,2024-07-14 16:00:29.415798,Personal Injury Protection,3199.95,250,Approved,1855.75,False
POL000296,CLM00000296,19,F,GA,Toyota,Hatchback,2015,2024-10-03 16:00:29.415798,Comprehensive,1216.79,500,Denied,1693.51,False
POL000297,CLM00000297,70,F,NC,Mercedes,Coupe,2018,2024-09-28 16:00:29.415798,Collision,5324.63,250,Denied,1498.08,False
POL000298,CLM00000298,61,M,CA,Nissan,Hatchback,2015,2023-12-29 16:00:29.415798,Liability,5133.06,2500,Approved,1228.8,False
POL000299,CLM00000299,43,F,NC,Ford,SUV,2023,2024-07-08 16:00:29.415798,Personal Injury Protection,1487.77,250,Under Investigation,1032.47,False
POL000300,CLM00000300,49,F,IL,BMW,Convertible,2021,2023-07-24 16:00:29.415798,Personal Injury Protection,2899.15,250,Approved,1215.67,False
POL000301,CLM00000301,23,F,IL,Toyota,Hatchback,2021,2023-11-09 16:00:29.415798,Liability,5152.01,500,Approved,1698.8,False
POL000302,CLM00000302,49,M,NY,Kia,Truck,2021,2024-06-16 16:00:29.415798,Comprehensive,1263.5,1000,Under Investigation,1056.19,False
POL000303,CLM00000303,72,F,CA,Audi,Coupe,2018,2023-05-27 16:00:29.415798,Collision,5251.28,2500,Under Investigation,1355.15,False
POL000304,CLM00000304,21,M,MI,Kia,Convertible,2013,2024-06-27 16:00:29.415798,Comprehensive,4027.99,500,Denied,1649.93,False
POL000305,CLM00000305,72,M,GA,Toyota,SUV,2017,2024-02-20 16:00:29.415798,Uninsured Motorist,1097.51,1000,Under Investigation,1680.53,True
POL000306,CLM00000306,28,M,TX,Hyundai,Hatchback,2018,2024-09-01 16:00:29.415798,Personal Injury Protection,3713.75,250,Denied,978.47,False
POL000307,CLM00000307,73,M,CA,Nissan,Coupe,2013,2024-03-12 16:00:29.415798,Uninsured Motorist,4296.9,1000,Under Investigation,1596.57,False
POL000308,CLM00000308,76,M,TX,Audi,Convertible,2014,2024-07-31 16:00:29.415798,Personal Injury Protection,1594.0,250,Approved,1699.68,False
POL000309,CLM00000309,34,M,CA,Kia,Coupe,2023,2025-05-07 16:00:29.415798,Personal Injury Protection,1724.54,250,Denied,1248.43,False
POL000310,CLM00000310,55,F,CA,Audi,SUV,2017,2024-12-14 16:00:29.415798,Uninsured Motorist,1087.44,500,Pending,1518.94,False
POL000311,CLM00000311,41,M,NC,BMW,Hatchback,2021,2025-04-01 16:00:29.415798,Uninsured Motorist,1902.65,250,Denied,1384.73,False
POL000312,CLM00000312,22,F,CA,BMW,Coupe,2019,2024-10-04 16:00:29.415798,Comprehensive,2945.16,500,Approved,2113.13,False
POL000313,CLM00000313,69,F,NY,BMW,Coupe,2023,2023-10-30 16:00:29.415798,Uninsured Motorist,1729.31,1000,Approved,1293.79,False
POL000314,CLM00000314,51,M,MI,Toyota,Sedan,2015,2023-12-05 16:00:29.415798,Comprehensive,675.27,1000,Approved,1426.38,False
POL000315,CLM00000315,23,F,IL,Nissan,Coupe,2021,2024-03-23 16:00:29.415798,Comprehensive,1497.29,250,Approved,2188.89,False
POL000316,CLM00000316,39,F,OH,Toyota,Sedan,2016,2024-01-02 16:00:29.415798,Comprehensive,1963.94,500,Pending,1176.76,False
POL000317,CLM00000317,28,F,TX,Chevrolet,Hatchback,2012,2023-07-23 16:00:29.415798,Personal Injury Protection,6746.9,250,Approved,1088.02,False
POL000318,CLM00000318,65,F,IL,Hyundai,Convertible,2016,2025-01-07 16:00:29.415798,Personal Injury Protection,5403.3,500,Approved,1191.03,True
POL000319,CLM00000319,33,M,OH,Hyundai,Convertible,2021,2024-11-30 16:00:29.415798,Uninsured Motorist,6878.95,500,Pending,1403.76,False
POL000320,CLM00000320,50,F,MI,BMW,Hatchback,2023,2023-07-26 16:00:29.415798,Personal Injury Protection,1423.65,500,Approved,1210.58,False
POL000321,CLM00000321,26,M,MI,Chevrolet,Hatchback,2017,2024-04-10 16:00:29.415798,Uninsured Motorist,3434.24,1000,Approved,1401.99,False
POL000322,CLM00000322,77,F,TX,Ford,Truck,2019,2023-07-22 16:00:29.415798,Personal Injury Protection,264.27,500,Approved,1233.77,False
POL000323,CLM00000323,76,F,TX,Ford,Hatchback,2015,2023-07-15 16:00:29.415798,Collision,4577.56,1000,Denied,1732.33,False
POL000324,CLM00000324,23,M,MI,BMW,Coupe,2019,2025-01-12 16:00:29.415798,Collision,5491.18,500,Approved,1667.89,False
POL000325,CLM00000325,33,F,OH,Kia,Convertible,2018,2024-09-24 16:00:29.415798,Uninsured Motorist,2097.23,1000,Pending,1109.36,False
POL000326,CLM00000326,46,F,CA,Toyota,SUV,2022,2024-10-20 16:00:29.415798,Personal Injury Protection,4005.52,2500,Approved,1314.23,True
POL000327,CLM00000327,20,F,GA,BMW,Convertible,2015,2024-11-18 16:00:29.415798,Personal Injury Protection,655.29,1000,Approved,1503.11,False
POL000328,CLM00000328,37,M,FL,Mercedes,Sedan,2021,2023-11-02 16:00:29.415798,Comprehensive,1338.0,1000,Approved,975.78,False
POL000329,CLM00000329,77,F,IL,Audi,Convertible,2018,2023-07-22 16:00:29.415798,Liability,6408.94,250,Denied,1339.94,False
POL000330,CLM00000330,76,M,NC,Hyundai,Truck,2022,2024-10-26 16:00:29.415798,Uninsured Motorist,4970.39,500,Approved,1539.41,False
POL000331,CLM00000331,53,F,IL,Ford,Hatchback,2013,2023-08-15 16:00:29.415798,Liability,1974.65,2500,Approved,1504.57,False
POL000332,CLM00000332,36,M,NC,Honda,Hatchback,2017,2023-12-01 16:00:29.415798,Liability,6710.05,250,Approved,1467.86,False
POL000333,CLM00000333,43,M,OH,Ford,Convertible,2020,2023-08-03 16:00:29.415798,Uninsured Motorist,3423.09,500,Under Investigation,1254.27,False
POL000334,CLM00000334,20,F,NC,Hyundai,SUV,2013,2025-01-23 16:00:29.415798,Personal Injury Protection,1800.43,2500,Approved,1473.35,False
POL000335,CLM00000335,36,F,TX,Audi,SUV,2011,2023-08-02 16:00:29.415798,Uninsured Motorist,2482.88,2500,Denied,1281.15,False
POL000336,CLM00000336,37,M,GA,Hyundai,Truck,2019,2025-04-15 16:00:29.415798,Liability,1890.47,2500,Under Investigation,1382.88,False
POL000337,CLM00000337,49,M,GA,Honda,Sedan,2020,2024-01-20 16:00:29.415798,Personal Injury Protection,912.53,500,Approved,1163.5,False
POL000338,CLM00000338,24,F,TX,BMW,Convertible,2018,2024-07-11 16:00:29.415798,Collision,10474.36,2500,Approved,1539.96,False
POL000339,CLM00000339,69,M,NY,Chevrolet,Hatchback,2014,2023-09-24 16:00:29.415798,Uninsured Motorist,1689.14,2500,Approved,1352.57,False
POL000340,CLM00000340,58,F,OH,Honda,Convertible,2013,2024-12-28 16:00:29.415798,Uninsured Motorist,1296.78,250,Approved,1422.95,False
POL000341,CLM00000341,50,F,NY,Hyundai,Truck,2011,2024-02-01 16:00:29.415798,Personal Injury Protection,645.9,1000,Approved,1170.75,False
POL000342,CLM00000342,57,F,NY,Hyundai,Coupe,2010,2025-01-06 16:00:29.415798,Collision,213.58,500,Approved,1447.19,False
POL000343,CLM00000343,56,F,IL,Mercedes,Coupe,2020,2025-01-22 16:00:29.415798,Collision,6011.9,1000,Approved,1151.71,False
POL000344,CLM00000344,35,M,MI,Mercedes,Truck,2016,2023-07-04 16:00:29.415798,Personal Injury Protection,6591.98,250,Approved,1058.13,False
POL000345,CLM00000345,57,F,IL,Nissan,Hatchback,2015,2025-02-17 16:00:29.415798,Comprehensive,9828.47,1000,Approved,1221.51,False
POL000346,CLM00000346,18,M,MI,Mercedes,Truck,2011,2023-08-16 16:00:29.415798,Uninsured Motorist,2568.2,2500,Approved,1847.05,False
POL000347,CLM00000347,28,F,FL,Toyota,Hatchback,2017,2024-07-27 16:00:29.415798,Uninsured Motorist,2160.31,2500,Under Investigation,969.66,False
POL000348,CLM00000348,45,M,NC,Chevrolet,SUV,2020,2025-03-28 16:00:29.415798,Liability,1794.13,500,Pending,1030.23,False
POL000349,CLM00000349,74,F,MI,Audi,Truck,2013,2025-01-11 16:00:29.415798,Personal Injury Protection,1965.38,500,Under Investigation,1285.15,False
POL000350,CLM00000350,42,M,TX,Honda,Hatchback,2017,2024-12-23 16:00:29.415798,Liability,9134.29,500,Approved,1028.15,False
POL000351,CLM00000351,67,M,IL,Hyundai,Truck,2016,2024-11-10 16:00:29.415798,Liability,2902.96,250,Approved,1397.9,False
POL000352,CLM00000352,40,F,OH,Nissan,Truck,2014,2024-04-12 16:00:29.415798,Collision,4350.61,500,Approved,1538.77,False
POL000353,CLM00000353,48,F,NC,Nissan,Hatchback,2019,2024-02-16 16:00:29.415798,Uninsured Motorist,1916.0,250,Approved,1265.53,True
POL000354,CLM00000354,47,F,FL,Audi,Hatchback,2019,2023-12-20 16:00:29.415798,Liability,11168.45,2500,Approved,1336.53,False
POL000355,CLM00000355,59,F,MI,Chevrolet,Sedan,2021,2025-04-09 16:00:29.415798,Collision,443.75,1000,Denied,1173.83,False
POL000356,CLM00000356,52,M,FL,Honda,Truck,2017,2024-04-10 16:00:29.415798,Personal Injury Protection,879.61,2500,Approved,1154.09,False
POL000357,CLM00000357,24,F,OH,Ford,Coupe,2023,2024-01-24 16:00:29.415798,Liability,4357.75,2500,Approved,1460.83,False
POL000358,CLM00000358,77,M,NY,Mercedes,Truck,2018,2024-02-20 16:00:29.415798,Uninsured Motorist,17164.71,2500,Pending,1512.24,True
POL000359,CLM00000359,33,M,GA,BMW,Truck,2014,2024-07-03 16:00:29.415798,Liability,2380.1,500,Approved,1250.17,False
POL000360,CLM00000360,43,F,OH,Nissan,Hatchback,2019,2023-10-06 16:00:29.415798,Personal Injury Protection,1283.86,500,Approved,1054.7,False
POL000361,CLM00000361,65,M,PA,Mercedes,Truck,2014,2025-04-11 16:00:29.415798,Liability,8108.46,500,Approved,1418.59,False
POL000362,CLM00000362,74,M,OH,Mercedes,Convertible,2011,2025-03-15 16:00:29.415798,Uninsured Motorist,4120.37,1000,Approved,1506.73,False
POL000363,CLM00000363,69,M,FL,Toyota,Truck,2014,2024-03-27 16:00:29.415798,Collision,10831.5,500,Denied,1396.08,False
POL000364,CLM00000364,77,M,TX,Chevrolet,Convertible,2012,2024-09-04 16:00:29.415798,Uninsured Motorist,820.28,250,Approved,1257.77,False
POL000365,CLM00000365,66,F,IL,BMW,Coupe,2016,2024-04-12 16:00:29.415798,Collision,10013.29,2500,Approved,1549.56,False
POL000366,CLM00000366,19,F,TX,Ford,Hatchback,2019,2023-08-07 16:00:29.415798,Comprehensive,633.68,1000,Under Investigation,2117.54,False
POL000367,CLM00000367,18,F,FL,Hyundai,Truck,2014,2023-06-03 16:00:29.415798,Uninsured Motorist,2234.62,1000,Under Investigation,1693.8,True
POL000368,CLM00000368,65,F,IL,Toyota,Convertible,2017,2024-09-05 16:00:29.415798,Uninsured Motorist,4504.28,1000,Pending,1091.28,False
POL000369,CLM00000369,79,M,PA,Mercedes,Convertible,2010,2025-02-19 16:00:29.415798,Personal Injury Protection,3590.38,1000,Under Investigation,1527.79,False
POL000370,CLM00000370,29,M,GA,Mercedes,Convertible,2012,2024-12-21 16:00:29.415798,Liability,8609.25,1000,Approved,1053.21,False
POL000371,CLM00000371,22,F,NC,Kia,SUV,2012,2023-09-04 16:00:29.415798,Collision,479.79,250,Approved,2039.95,False
POL000372,CLM00000372,54,F,FL,BMW,Sedan,2018,2023-08-08 16:00:29.415798,Collision,3432.37,2500,Approved,1323.21,False
POL000373,CLM00000373,49,F,MI,BMW,Coupe,2014,2024-11-25 16:00:29.415798,Personal Injury Protection,9893.59,1000,Approved,1012.25,False
POL000374,CLM00000374,76,M,FL,Kia,Truck,2021,2023-12-29 16:00:29.415798,Personal Injury Protection,3163.06,2500,Denied,1178.29,False
POL000375,CLM00000375,72,F,FL,BMW,SUV,2018,2024-10-24 16:00:29.415798,Liability,951.14,500,Under Investigation,1598.61,False
